;;;;Image 3;;;;;;c0;;;;;c1;;;;;s0;;;;;s1;;;;;;;;Image 6;;;;;;c0;;;;;c1;;;;;s0;;;;;s1;;;;;;;;;;;
;;;;Otsu;;;;;;0,0422978;;;;;0,105043;;;;;0,0104066;;;;;0,0269333;;;;;;;;Otsu;;;;;;0,270483;;;;;0,00657006;;;;;0,0228327;;;;;0,0916426;;;;;;;;;;;
;;;;K-means (k=2);;;;;;0,0422978;;;;;0,105043;;;;;0,0104066;;;;;0,0269333;;;;;;;;K-means (k=2);;;;;;0,270483;;;;;0,00657006;;;;;0,0228327;;;;;0,0916426;;;;;;;;;;;
;;;;EM-GMM (k=2);;;;;;0,042026;;;;;0,103124;;;;;0,0100784;;;;;0,0273395;;;;;;;;EM-GMM (k=2);;;;;;0;;;;;0,187883;;;;;0;;;;;0,133022;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Image;;;Seg State;;;;;Input;;;;;;;;;;;;;Final;;;;;;;;;;;;;;;;;;;;;;;;;;Calculated;;;;;;;;;;;;;;;;;
;;;;;;;;;u;;;a;;;l1;;;l0;;;;c0;;;;;c1;;;;;d = c1-c0;;;;;s0;;;;;s1;;;;;;pe;;;h;;;l1 UB;;;u LB;;;%d_pe;;;%d_h;;
o;2;;;Ideal-Over;;;;;1;;;40;;;100;;;4000;;;;0,00742781;;;;;0,30789;;;;;0,30046219;;;;;0,0111757;;;;;0,145657;;;;;;0,048449029;;;0,063950135;;;-73,74958957;;;-1,355939749;;;0,136527059;;;0,188117929;;
o;2;;;Ideal-Over;;;;;1;;;40;;;150;;;6000;;;;0,0074239;;;;;0,307975;;;;;0,3005511;;;;;0,011158;;;;;0,145655;;;;;;0,048457258;;;0,059239056;;;-73,70606827;;;-2,035110589;;;0,136527059;;;0,172400488;;
o;2;;;Ideal-Over;;;;;1;;;40;;;200;;;8000;;;;0,00744085;;;;;0,308094;;;;;0,30065315;;;;;0,0112005;;;;;0,145592;;;;;;0,04848814;;;0,056763546;;;-73,65579473;;;-2,715332863;;;0,136527059;;;0,164051818;;
o;2;;;Ideal-Over;;;;;1;;;45;;;150;;;6750;;;;0,00742333;;;;;0,307976;;;;;0,30055267;;;;;0,0111549;;;;;0,145654;;;;;;0,046414601;;;0,056577113;;;-73,92516472;;;-2,029079009;;;0,129731908;;;0,163544656;;
o;2;;;Ideal-Over;;;;;1;;;50;;;150;;;7500;;;;0,00729669;;;;;0,307166;;;;;0,29986931;;;;;0,0108029;;;;;0,146064;;;;;;0,044450301;;;0,054107279;;;-74,47389553;;;-2,014128561;;;0,123899343;;;0,156103302;;
k;2;;;Ideal-Over;;;;;1;;;30;;;150;;;4500;;;;0,00764026;;;;;0,309246;;;;;0,30160574;;;;;0,0117809;;;;;0,14503;;;;;;0,054204292;;;0,066627935;;;-72,73423826;;;-2,062302481;;;0,154387089;;;0,195578754;;
k;2;;;Ideal-Over;;;;;1;;;40;;;50;;;2000;;;;0,00744854;;;;;0,308057;;;;;0,30060846;;;;;0,0112543;;;;;0,145631;;;;;;0,048489729;;;0,07641026;;;-73,67755259;;;-0,678632748;;;0,136527059;;;0,229407117;;
k;2;;;Ideal-Over;;;;;1;;;40;;;100;;;4000;;;;0,00742781;;;;;0,30789;;;;;0,30046219;;;;;0,0111757;;;;;0,145657;;;;;;0,048449029;;;0,063950135;;;-73,74958957;;;-1,355939749;;;0,136527059;;;0,188117929;;
k;2;;;Ideal-Over;;;;;1;;;40;;;150;;;6000;;;;0,0074239;;;;;0,307975;;;;;0,3005511;;;;;0,011158;;;;;0,145655;;;;;;0,048457258;;;0,059239056;;;-73,70606827;;;-2,035110589;;;0,136527059;;;0,172400488;;
k;2;;;Ideal-Over;;;;;1;;;40;;;200;;;8000;;;;0,00744085;;;;;0,308094;;;;;0,30065315;;;;;0,0112005;;;;;0,145592;;;;;;0,04848814;;;0,056763546;;;-73,65579473;;;-2,715332863;;;0,136527059;;;0,164051818;;
k;2;;;Ideal-Over;;;;;1;;;45;;;150;;;6750;;;;0,00742333;;;;;0,307976;;;;;0,30055267;;;;;0,0111549;;;;;0,145654;;;;;;0,046414601;;;0,056577113;;;-73,92516472;;;-2,029079009;;;0,129731908;;;0,163544656;;
k;2;;;Ideal-Over;;;;;1;;;50;;;150;;;7500;;;;0,00729669;;;;;0,307166;;;;;0,29986931;;;;;0,0108029;;;;;0,146064;;;;;;0,044450301;;;0,054107279;;;-74,47389553;;;-2,014128561;;;0,123899343;;;0,156103302;;
e;2;;;Ideal-Over;;;;;1;;;30;;;150;;;4500;;;;0,0075563;;;;;0,308779;;;;;0,3012227;;;;;0,0115322;;;;;0,145254;;;;;;0,054061196;;;0,066497804;;;-72,92870618;;;-2,056803251;;;0,154387089;;;0,195674176;;
e;2;;;Ideal-Over;;;;;1;;;40;;;50;;;2000;;;;0,00756818;;;;;0,308796;;;;;0,30122782;;;;;0,011587;;;;;0,145259;;;;;;0,048693929;;;0,076577922;;;-73,37355204;;;-0,681444453;;;0,136527059;;;0,229094848;;
e;2;;;Ideal-Over;;;;;1;;;40;;;100;;;4000;;;;0,0075643;;;;;0,308815;;;;;0,3012507;;;;;0,0115595;;;;;0,145239;;;;;;0,048693172;;;0,06416347;;;-73,36245025;;;-1,363095148;;;0,136527059;;;0,187880626;;
e;2;;;Ideal-Over;;;;;1;;;40;;;150;;;6000;;;;0,00756564;;;;;0,308838;;;;;0,30127236;;;;;0,0115574;;;;;0,145224;;;;;;0,048697469;;;0,059458118;;;-73,35189401;;;-2,044936972;;;0,136527059;;;0,172244405;;
e;2;;;Ideal-Over;;;;;1;;;40;;;200;;;8000;;;;0,00755831;;;;;0,3088;;;;;0,30124169;;;;;0,0115341;;;;;0,145241;;;;;;0,048685952;;;0,05694753;;;-73,36689653;;;-2,72602508;;;0,136527059;;;0,163952141;;
e;2;;;Ideal-Over;;;;;1;;;45;;;150;;;6750;;;;0,00746725;;;;;0,30826;;;;;0,30079275;;;;;0,0112736;;;;;0,145508;;;;;;0,046489667;;;0,056645539;;;-73,80883639;;;-2,032276992;;;0,129731908;;;0,163495593;;
e;2;;;Ideal-Over;;;;;1;;;50;;;150;;;7500;;;;0,00734272;;;;;0,30747;;;;;0,30012728;;;;;0,0109286;;;;;0,145908;;;;;;0,044528293;;;0,054178484;;;-74,34970206;;;-2,017492953;;;0,123899343;;;0,156053005;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
o;3;;;Ideal-Under;;;;;1;;;10;;;150;;;1500;;;;0,0413662;;;;;0,0963273;;;;;0,0549611;;;;;0,00953587;;;;;0,0295032;;;;;;0,054570773;;;0,108954885;;;871,7872237;;;0,172060333;;;0,240253073;;;1,229754954;;
o;3;;;Ideal-Under;;;;;1;;;10;;;200;;;2000;;;;0,0413641;;;;;0,096323;;;;;0,0549589;;;;;0,00953336;;;;;0,294983;;;;;;0,054568145;;;0,099805751;;;871,8884016;;;0,229387155;;;0,240253073;;;1,063370092;;
o;3;;;Ideal-Under;;;;;1;;;10;;;400;;;4000;;;;0,0413586;;;;;0,096339;;;;;0,0549804;;;;;0,00952811;;;;;0,0294652;;;;;;0,05456781;;;0,082893932;;;872,7389173;;;0,458327218;;;0,240253073;;;0,755457064;;
o;3;;;Over;;;;;1;;;10;;;800;;;8000;;;;0,0413713;;;;;0,0967076;;;;;0,0553363;;;;;0,00952581;;;;;0,0292806;;;;;;0,054666016;;;0,071643015;;;879,5569714;;;0,909548814;;;0,240253073;;;0,547049858;;
o;3;;;Ideal-Under;;;;;1;;;20;;;150;;;3000;;;;0,0413228;;;;;0,0958484;;;;;0,0545256;;;;;0,00950762;;;;;0,0296368;;;;;;0,051287026;;;0,089055905;;;273,5248314;;;0,54839628;;;0,182743998;;;0,875425573;;
o;3;;;Ideal-Under;;;;;1;;;30;;;150;;;4500;;;;0,0412669;;;;;0,0949999;;;;;0,053733;;;;;0,00947405;;;;;0,0299513;;;;;;0,049562581;;;0,080313259;;;162,3352735;;;0,924013597;;;0,154387089;;;0,726673723;;
o;3;;;Under;;;;;1;;;40;;;150;;;6000;;;;0,0448017;;;;;0,0576161;;;;;0,0128144;;;;;0,00629949;;;;;0,0352847;;;;;;0,046551212;;;0,078701344;;;88,71765163;;;1,690757107;;;0,136527059;;;2,645433589;;
k;3;;;Ideal-Under;;;;;1;;;10;;;150;;;1500;;;;0,0413662;;;;;0,0963273;;;;;0,0549611;;;;;0,00953587;;;;;0,0295032;;;;;;0,054570773;;;0,108954885;;;871,7872237;;;0,172060333;;;0,240253073;;;1,229754954;;
k;3;;;Ideal-Under;;;;;1;;;10;;;200;;;2000;;;;0,0413641;;;;;0,096323;;;;;0,0549589;;;;;0,00953336;;;;;0,0294983;;;;;;0,054568145;;;0,099805751;;;871,8884016;;;0,229387155;;;0,240253073;;;1,063370092;;
k;3;;;Ideal-Under;;;;;1;;;10;;;400;;;4000;;;;0,0413586;;;;;0,096339;;;;;0,0549804;;;;;0,00952811;;;;;0,0294652;;;;;;0,05456781;;;0,082893932;;;872,7389173;;;0,458327218;;;0,240253073;;;0,755457064;;
k;3;;;Over;;;;;1;;;10;;;800;;;8000;;;;0,0413713;;;;;0,0967076;;;;;0,0553363;;;;;0,00952581;;;;;0,0292086;;;;;;0,054666016;;;0,071643015;;;879,5569714;;;0,909548814;;;0,240253073;;;0,547049858;;
k;3;;;Ideal-Under;;;;;1;;;20;;;150;;;3000;;;;0,0413228;;;;;0,0958484;;;;;0,0545256;;;;;0,00950762;;;;;0,0296368;;;;;;0,051287026;;;0,089055905;;;273,5248314;;;0,54839628;;;0,182743998;;;0,875425573;;
k;3;;;Ideal-Under;;;;;1;;;30;;;150;;;4500;;;;0,0412669;;;;;0,0949999;;;;;0,053733;;;;;0,00947405;;;;;0,0299513;;;;;;0,049562581;;;0,080313259;;;162,3352735;;;0,924013597;;;0,154387089;;;0,726673723;;
k;3;;;Under;;;;;1;;;40;;;150;;;6000;;;;0,0448017;;;;;0,0576161;;;;;0,0128144;;;;;0,00629949;;;;;0,0352847;;;;;;0,046551212;;;0,078701344;;;88,71765163;;;1,690757107;;;0,136527059;;;2,645433589;;
e;3;;;Ideal-Under;;;;;1;;;10;;;150;;;1500;;;;0,0413623;;;;;0,0962833;;;;;0,054921;;;;;0,00953319;;;;;0,0295165;;;;;;0,054557239;;;0,10895175;;;871,2034549;;;0,172175626;;;0,240253073;;;1,230666771;;
e;3;;;Ideal-Under;;;;;1;;;10;;;200;;;2000;;;;0,0413572;;;;;0,09626;;;;;0,0549028;;;;;0,00952799;;;;;0,029512;;;;;;0,054547766;;;0,09979919;;;871,1737155;;;0,229575338;;;0,240253073;;;1,064462825;;
e;3;;;Ideal-Under;;;;;1;;;10;;;400;;;4000;;;;0,0413558;;;;;0,0963093;;;;;0,0549535;;;;;0,00952623;;;;;0,029473;;;;;;0,054558547;;;0,082890289;;;872,359201;;;0,458526716;;;0,240253073;;;0,75581153;;
e;3;;;Over;;;;;1;;;10;;;800;;;8000;;;;0,0413669;;;;;0,0969315;;;;;0,0555646;;;;;0,00952401;;;;;0,0293129;;;;;;0,054716466;;;0,071656136;;;884,9137994;;;0,904042858;;;0,240253073;;;0,545117496;;
e;3;;;Ideal-Under;;;;;1;;;20;;;150;;;3000;;;;0,0413214;;;;;0,0958361;;;;;0,0545147;;;;;0,00950693;;;;;0,0296388;;;;;;0,051283634;;;0,089054428;;;273,5243528;;;0,548397239;;;0,182743998;;;0,875599199;;
e;3;;;Ideal-Under;;;;;1;;;30;;;150;;;4500;;;;0,041262;;;;;0,0949228;;;;;0,0536608;;;;;0,00947236;;;;;0,0299779;;;;;;0,049546535;;;0,080307467;;;162,3255823;;;0,924068763;;;0,154387089;;;0,727634834;;
e;3;;;Under;;;;;1;;;40;;;150;;;6000;;;;0,0448489;;;;;0,0573957;;;;;0,0125468;;;;;0,00624495;;;;;0,0355138;;;;;;0,046561878;;;0,078752798;;;88,49390038;;;1,69503208;;;0,136527059;;;2,702194857;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
o;4;;;Ideal;;;;;1;;;30;;;50;;;1500;;;;0,0403399;;;;;0,131121;;;;;0,0907811;;;;;0,00989826;;;;;0,053776;;;;;;0,05435533;;;0,107943095;;;215,9083399;;;0,231579753;;;0,154387089;;;0,744683581;;
o;4;;;Ideal;;;;;1;;;30;;;100;;;3000;;;;0,0403276;;;;;0,131038;;;;;0,0907104;;;;;0,0098757;;;;;0,0537829;;;;;;0,054332115;;;0,088659846;;;215,9630168;;;0,463042244;;;0,154387089;;;0,532819232;;
o;4;;;Ideal-Over;;;;;1;;;30;;;150;;;4500;;;;0,0403189;;;;;0,130976;;;;;0,0906571;;;;;0,00985223;;;;;0,053795;;;;;;0,054315186;;;0,080354462;;;215,9958336;;;0,69445784;;;0,154387089;;;0,441615299;;
o;4;;;Ideal-Over;;;;;1;;;40;;;100;;;4000;;;;0,0402401;;;;;0,129694;;;;;0,0894539;;;;;0,00979678;;;;;0,0541799;;;;;;0,052452978;;;0,082233194;;;142,4069652;;;0,702212844;;;0,136527059;;;0,469438386;;
o;4;;;Ideal-Over;;;;;1;;;40;;;150;;;6000;;;;0,0402641;;;;;0,130244;;;;;0,0899799;;;;;0,00980266;;;;;0,0539862;;;;;;0,052548791;;;0,075107631;;;142,6023014;;;1,051876432;;;0,136527059;;;0,38723683;;
o;4;;;Over;;;;;1;;;50;;;150;;;7500;;;;0,0402316;;;;;0,129761;;;;;0,0895294;;;;;0,00976314;;;;;0,0541305;;;;;;0,051324234;;;0,071509726;;;106,5424095;;;1,407890067;;;0,123899343;;;0,349361506;;
k;4;;;Ideal;;;;;1;;;30;;;50;;;1500;;;;0,0403564;;;;;0,131362;;;;;0,0910056;;;;;0,00991197;;;;;0,0537062;;;;;;0,05440649;;;0,107962143;;;216,0676159;;;0,231409042;;;0,154387089;;;0,742874541;;
k;4;;;Ideal;;;;;1;;;30;;;100;;;3000;;;;0,0403431;;;;;0,131304;;;;;0,0909609;;;;;0,00988346;;;;;0,0536987;;;;;;0,054386289;;;0,088682478;;;216,1836624;;;0,462569645;;;0,154387089;;;0,531430301;;
k;4;;;Ideal-Over;;;;;1;;;30;;;150;;;4500;;;;0,0403388;;;;;0,131307;;;;;0,0909682;;;;;0,00987218;;;;;0,0536861;;;;;;0,054383116;;;0,080386978;;;216,2603163;;;0,69360853;;;0,154387089;;;0,440243708;;
k;4;;;Ideal-Over;;;;;1;;;40;;;100;;;4000;;;;0,0402325;;;;;0,129556;;;;;0,0893235;;;;;0,0097918;;;;;0,0542234;;;;;;0,052427575;;;0,082222016;;;142,3733752;;;0,702378516;;;0,136527059;;;0,470083637;;
